Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
200 M2,230 M2,3+2,14.Kat,,21 Ve Üzeri,Merkezi (Pay Ölçer),3.250.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14546592,2 
100 M2,115 M2,2+1,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.150.000arrow_downward%8,kayseri,3,Mülk Sahibi Oturuyor,Genel Fiyat ,,21 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,,Yok,,14546561,1
117 M2,125 M2,3+1,Yüksek Giriş,Boş,5-10,Merkezi Doğalgaz,1.350.000,kayseri,6,Boş,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,350 TL,14546391,1
175 M2,200 M2,4+1,9.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.450.000,kayseri,9,Boş,Genel Fiyat ,Yatırıma Uygun,14 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,500 TL,14545372,2
100 M2,120 M2,3+1,5.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),459.000,kayseri,12,Boş,Genel Fiyat,Yatırıma Uygun,14 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,0 TL,14545350,2
110 M2,120 M2,4+1,12.Kat,,0 (Yeni),Merkezi (Pay Ölçer),1.500.000,kayseri,13,Boş,Genel Fiyat ,Yatırıma Uygun,14 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat Mülkiyeti,Yok,0 TL,14545271,2
110 M2,133 M2,3+1,4.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,3.500.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14544651,2
150 M2,175 M2,3+1,6.Kat,Eşyalı,16-20,Kombi Doğalgaz,1.950.000,kayseri,8,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,,,,14544282,2
120 M2,145 M2,3+1,Yüksek Giriş,,16-20,Merkezi Doğalgaz,1.320.000,kayseri,9,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14544108,1 
65 M2,85 M2,3+1,2.Kat,Eşyalı,5-10,Merkezi (Pay Ölçer),940.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14544107,1
155 M2,180 M2,3+1,11.Kat,Boş,5-10,Merkezi Doğalgaz,2.550.000,kayseri,11,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14543558,1
110 M2,150 M2,2+1,Düz Giriş (Zemin),Boş,11-15,Kombi Doğalgaz,2.200.000,kayseri,3,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14543556,1
125 M2,135 M2,3+1,Yüksek Giriş,Boş,5-10,Kombi Doğalgaz,1.300.000,kayseri,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,14 Ocak 2024,Evet,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Müstakil Tapulu,Yok,100 TL,14543447,1
110 M2,130 M2,2.5+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.435.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14543214,1
145 M2,175 M2,3.5+1,11.Kat,Boş,1,Merkezi (Pay Ölçer),3.200.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14543188,2
100 M2,120 M2,3+1,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.075.000,kayseri,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14543185,1
100 M2,125 M2,2+1,3.Kat,Boş,5-10,Merkezi (Pay Ölçer),1.450.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,23 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14543042,1
135 M2,175 M2,3+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.250.000,kayseri,7,Boş,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,14543039,2
140 M2,185 M2,3+1,8.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.100.000,kayseri,12,Boş,Genel Fiyat ,,13 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,14542978,2
130 M2,165 M2,3+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.380.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542972,2
140 M2,175 M2,3+1,11.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.399.000,kayseri,13,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542755,2
160 M2,220 M2,4+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.700.000,kayseri,11,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542750,2
150 M2,200 M2,4+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.380.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542749,2
140 M2,175 M2,3+1,1.Kat,Boş,2,Merkezi (Pay Ölçer),2.250.000,kayseri,13,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542748,2
110 M2,130 M2,3+1,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.100.000,kayseri,15,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542746,1
140 M2,180 M2,3.5+1,14.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.035.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542745,2 
128 M2,175 M2,3+1,1.Kat,Boş,1,Merkezi (Pay Ölçer),2.650.000,kayseri,9,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542742,2
65 M2,100 M2,2+1,1.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.430.000,kayseri,7,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542741,2
140 M2,165 M2,3+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.540.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542740,2
125 M2,165 M2,3+1,7.Kat,Boş,5-10,Merkezi (Pay Ölçer),2.450.000,kayseri,7,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14542739,2
145 M2,170 M2,3+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.300.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542738,2
75 M2,100 M2,2+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.645.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542737,1
85 M2,100 M2,2+1,Düz Giriş (Zemin),Boş,1,Merkezi (Pay Ölçer),1.450.000,kayseri,9,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542735,1
85 M2,120 M2,2.5+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.100.000,kayseri,8,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542731,1
80 M2,110 M2,2.5+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.149.000,kayseri,8,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542730,1
80 M2,110 M2,2.5+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.890.000,kayseri,5,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542728,1 
135 M2,150 M2,3+1,1.Kat,Boş,11-15,Kombi Doğalgaz,2.000.000,kayseri,5,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542727,1
90 M2,110 M2,2+1,1.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.600.000,kayseri,8,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542724,1 
145 M2,175 M2,3.5+1,14.Kat,Boş,3,Merkezi (Pay Ölçer),2.750.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14542721,2
145 M2,175 M2,3+1,11.Kat,Boş,5-10,Merkezi Doğalgaz,1.875.000,kayseri,11,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542719,1
425 M2,1.285 M2,8+2,,Boş,5-10,Kombi Doğalgaz,24.000.000,kayseri,2,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,KREDIYE UYGUN,,,,14542714,2 
149 M2,210 M2,4+1,10.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),6.890.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542710,2
85 M2,110 M2,2+1,1.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.735.000,kayseri,4,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542708,2
80 M2,100 M2,2+1,2.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.415.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542707,1
180 M2,200 M2,4+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.450.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542705,2
155 M2,210 M2,4+1,9.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.875.000,kayseri,13,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542703,2 
165 M2,210 M2,4+1,7.Kat,Boş,5-10,Merkezi (Pay Ölçer),3.239.000,kayseri,10,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Evet,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542702,2
170 M2,220 M2,4+1,,Boş,0 (Yeni),Kombi Doğalgaz,14.500.000,kayseri,2,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat İrtifakı,,,14542701,2
145 M2,175 M2,3+1,2.Kat,Boş,1,Merkezi (Pay Ölçer),2.999.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14542700,2
95 M2,115 M2,2+1,12.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,1.550.000,kayseri,15,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542698,1 
220 M2,260 M2,5+1,,Boş,0 (Yeni),Kombi Doğalgaz,18.500.000,kayseri,2,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat İrtifakı,,,14542688,3
135 M2,165 M2,3+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.085.000,kayseri,10,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat İrtifakı,,,14542686,1 
210 M2,500 M2,3.5+1,,Boş,5-10,Kombi Doğalgaz,6.989.000arrow_downward%8,kayseri,2,Boş,Genel Fiyat,Bilinmiyor,21 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14542685,3 
80 M2,100 M2,2+1,3.Kat,Boş,1,Merkezi (Pay Ölçer),2.899.000,kayseri,12,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Evet,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542683,2
110 M2,160 M2,3+1,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.850.000,kayseri,7,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542681,1 
75 M2,85 M2,2+1,5.Kat,Boş,1,Merkezi (Pay Ölçer),1.669.000,kayseri,19,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542679,1
145 M2,195 M2,4+1,13.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.150.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14542678,2 
135 M2,165 M2,3+1,5.Kat,Boş,5-10,Merkezi (Pay Ölçer),2.350.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542677,1
145 M2,170 M2,3+1,2.Kat,Boş,5-10,Merkezi Doğalgaz,3.300.000,kayseri,8,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542676,1
80 M2,90 M2,2+1,3.Kat,Boş,4,Kombi Doğalgaz,1.599.000,kayseri,7,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542674,1
135 M2,155 M2,3+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.149.000,kayseri,8,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542669,2
145 M2,185 M2,3+1,4.Kat,Boş,11-15,Kombi Doğalgaz,1.249.000,kayseri,4,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542666,1
150 M2,175 M2,3+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.250.000,kayseri,5,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542662,1
175 M2,200 M2,4+1,3.Kat,Boş,0 (Yeni),Yerden Isıtma,3.600.000,kayseri,5,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542655,2
165 M2,195 M2,3.5+1,,Boş,0 (Yeni),Kombi Doğalgaz,9.000.000,kayseri,2,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542654,2 
200 M2,250 M2,5+1,,Boş,0 (Yeni),Kombi Doğalgaz,9.990.000,kayseri,2,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14542651,4 
140 M2,175 M2,3+1,8.Kat,Boş,11-15,Merkezi Doğalgaz,1.699.000,kayseri,9,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542650,1
85 M2,100 M2,2.5+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.775.000,kayseri,4,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542647,1
270 M2,300 M2,4+2,,Boş,5-10,Kombi Doğalgaz,17.500.000,kayseri,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14542643,3 
180 M2,240 M2,5+1,9.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),7.600.000,kayseri,19,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542642,2
155 M2,190 M2,3.5+1,1.Kat,Boş,11-15,Kombi Doğalgaz,1.899.000,kayseri,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14542641,1
227 M2,230 M2,3+1,,Boş,21 Ve Üzeri,Kombi Doğalgaz,640.000,kayseri,2,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,Arsa Tapulu,,,14542638,1
85 M2,110 M2,2.5+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.899.900,kayseri,2,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542636,1
90 M2,115 M2,2+1,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.795.000,kayseri,8,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542634,2
60 M2,80 M2,1+1,Düz Giriş (Zemin),Eşyalı,1,Merkezi (Pay Ölçer),1.140.000,kayseri,2,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542630,1
125 M2,155 M2,3+1,6.Kat,Boş,16-20,Merkezi Doğalgaz,1.340.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,,,,14542627,1
199 M2,250 M2,4.5+1,14.Kat,Boş,11-15,Merkezi Doğalgaz,3.999.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542624,2
105 M2,135 M2,2+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.199.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542621,1
145 M2,210 M2,4+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.499.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542620,2
175 M2,200 M2,4+1,8.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.400.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542618,2
150 M2,190 M2,4+1,14.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.999.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542617,2
90 M2,110 M2,2.5+1,2.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.450.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542615,1
140 M2,175 M2,3.5+1,2.Kat,Boş,2,Merkezi (Pay Ölçer),2.990.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14542614,2
65 M2,90 M2,1+1,5.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,1.200.000,kayseri,5,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14542613,1 
150 M2,195 M2,4+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.300.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat İrtifakı,,,14542612,2 
145 M2,175 M2,3.5+1,2.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.850.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542611,2
45 M2,65 M2,1+1,3.Kat,Eşyalı,1,Merkezi (Pay Ölçer),1.200.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14542609,1
135 M2,165 M2,4+1,2.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.099.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542605,2
145 M2,185 M2,3+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.290.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14542603,2
140 M2,175 M2,3+1,14.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.865.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542602,2
75 M2,100 M2,2+1,3.Kat,Boş,4,Kombi Doğalgaz,1.599.000,kayseri,7,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542601,1
145 M2,180 M2,3+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.250.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542599,2
135 M2,165 M2,3+1,14.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.895.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542596,2
190 M2,450 M2,3+1,,Boş,0 (Yeni),Kombi Doğalgaz,6.450.000arrow_downward%1,kayseri,2,Boş,Genel Fiyat,Bilinmiyor,21 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14542594,2 
165 M2,210 M2,4+1,7.Kat,Boş,5-10,Merkezi (Pay Ölçer),3.239.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542592,2
130 M2,165 M2,3.5+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.550.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542590,1
130 M2,165 M2,3.5+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.750.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14542588,1
165 M2,200 M2,4+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.650.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14542585,Yok
